"means","Freq"
"169","2299",1
"170","2304",1
"171","2305",2
"172","2306",1
"173","2311",2
"174","2316",2
"175","2320",1
"176","2322",1
"177","2323",1
"178","2325",1
"179","2328",1
"180","2329",2
"181","2333",2
"182","2335",1
"183","2336",2
"184","2337",1
"185","2338",1
"186","2345",1
"187","2346",1
"188","2348",1
"189","2350",1
"190","2352",1
"191","2353",1
"192","2354",1
"193","2355",2
"194","2358",2
"195","2359",1
"196","2361",1
"197","2364",1
"198","2367",2
"199","2369",2
"200","2372",1
"201","2373",2
"202","2374",1
"203","2376",1
"204","2378",1
"205","2379",1
"206","2383",1
"207","2385",2
"208","2386",1
"209","2388",2
"210","2394",4
"211","2395",1
"212","2396",1
"213","2397",2
"214","2398",2
"215","2400",1
"216","2401",1
"217","2402",1
"218","2404",1
"219","2405",1
"220","2408",1
"221","2410",1
"222","2414",1
"223","2415",1
"224","2419",1
"225","2421",1
"226","2423",1
"227","2426",1
"228","2428",1
"229","2429",1
"230","2431",1
"231","2433",1
"232","2434",1
"233","2435",1
"234","2436",1
"235","2437",2
"236","2440",4
"237","2448",2
"238","2450",1
"239","2452",1
"240","2454",1
"241","2455",1
"242","2456",2
"243","2458",2
"244","2459",2
"245","2460",3
"246","2463",3
"247","2470",1
"248","2476",1
"249","2477",1
"250","2478",1
"251","2479",1
"252","2480",1
"253","2481",1
"254","2482",1
"255","2487",1
"256","2489",1
"257","2490",1
"258","2494",1
"259","2498",2
"260","2500",2
"261","2503",2
"262","2506",1
"263","2508",1
"264","2509",1
"265","2510",1
"266","2511",2
"267","2515",2
"268","2517",1
"269","2518",2
"270","2520",4
"271","2522",2
"272","2524",2
"273","2526",1
"274","2531",1
"275","2535",1
"276","2537",1
"277","2539",2
"278","2542",1
"279","2543",1
"280","2544",1
"281","2547",1
"282","2548",1
"283","2551",1
"284","2552",1
"285","2553",1
"286","2554",2
"287","2555",1
"288","2556",2
"289","2557",1
"290","2560",1
"291","2561",1
"292","2563",1
"293","2564",2
"294","2566",1
"295","2567",1
"296","2568",2
"297","2569",1
"298","2573",1
"299","2575",1
"300","2576",1
"301","2577",1
"302","2578",1
"303","2579",2
"304","2580",2
"305","2581",1
"306","2583",2
"307","2586",2
"308","2587",2
"309","2588",1
"310","2590",1
"311","2591",2
"312","2594",1
"313","2595",1
"314","2596",3
"315","2597",2
"316","2598",2
"317","2599",3
"318","2601",1
"319","2603",2
"320","2604",1
"321","2606",1
"322","2608",2
"323","2610",4
"324","2615",3
"325","2617",2
"326","2618",1
"327","2619",1
"328","2620",3
"329","2621",2
"330","2624",1
"331","2625",2
"332","2626",4
"333","2628",1
"334","2630",1
"335","2631",3
"336","2634",1
"337","2635",1
"338","2638",1
"339","2640",1
"340","2641",2
"341","2642",1
"342","2644",1
"343","2647",1
"344","2648",1
"345","2650",1
"346","2655",1
"347","2656",2
"348","2658",1
"349","2659",2
"350","2661",1
"351","2664",2
"352","2665",2
"353","2666",1
"354","2668",1
"355","2669",1
"356","2670",1
"357","2671",2
"358","2677",2
"359","2678",1
"360","2679",1
"361","2680",1
"362","2681",1
"363","2682",1
"364","2683",1
"365","2684",3
"366","2685",1
"367","2687",1
"368","2690",1
"369","2692",1
"370","2693",1
"371","2694",2
"372","2696",1
"373","2697",2
"374","2698",1
"375","2699",1
"376","2701",1
"377","2702",1
"378","2703",1
"379","2704",2
"380","2705",1
"381","2707",2
"382","2708",1
"383","2709",1
"384","2710",1
"385","2711",1
"386","2712",2
"387","2714",2
"388","2715",1
"389","2718",3
"390","2719",1
"391","2721",1
"392","2722",3
"393","2724",2
"394","2725",2
"395","2726",2
"396","2727",2
"397","2728",1
"398","2729",2
"399","2730",2
"400","2731",3
"401","2735",1
"402","2736",1
"403","2738",1
"404","2739",1
"405","2740",1
"406","2742",1
"407","2744",1
"408","2745",1
"409","2746",1
"410","2747",1
"411","2750",2
"412","2752",1
"413","2753",1
"414","2757",1
"415","2758",3
"416","2759",1
"417","2760",3
"418","2761",2
"419","2762",1
"420","2763",1
"421","2764",1
"422","2768",2
"423","2769",1
"424","2770",2
"425","2773",4
"426","2774",1
"427","2775",2
"428","2776",1
"429","2777",1
"430","2779",3
"431","2780",3
"432","2782",1
"433","2783",2
"434","2784",2
"435","2785",1
"436","2786",2
"437","2789",1
"438","2793",1
"439","2795",2
"440","2796",1
"441","2799",2
"442","2805",2
"443","2808",2
"444","2810",2
"445","2812",2
"446","2814",1
"447","2815",2
"448","2816",2
"449","2817",2
"450","2820",4
"451","2821",1
"452","2822",2
"453","2823",1
"454","2825",5
"455","2828",2
"456","2829",1
"457","2830",1
"458","2831",1
"459","2832",3
"460","2834",1
"461","2835",3
"462","2836",1
"463","2838",1
"464","2842",2
"465","2843",1
"466","2844",1
"467","2845",1
"468","2846",2
"469","2847",1
"470","2848",1
"471","2849",1
"472","2851",1
"473","2852",1
"474","2854",2
"475","2858",1
"476","2859",3
"477","2860",3
"478","2862",2
"479","2863",2
"480","2864",2
"481","2865",3
"482","2867",1
"483","2868",2
"484","2870",2
"485","2871",4
"486","2872",1
"487","2874",3
"488","2875",2
"489","2877",2
"490","2878",2
"491","2879",1
"492","2881",1
"493","2883",2
"494","2884",1
"495","2885",2
"496","2887",3
"497","2888",4
"498","2894",1
"499","2897",1
"500","2899",3
"501","2901",2
"502","2905",2
"503","2906",1
"504","2907",2
"505","2908",1
"506","2910",4
"507","2911",1
"508","2912",2
"509","2913",1
"510","2915",1
"511","2916",3
"512","2919",2
"513","2922",2
"514","2925",3
"515","2926",2
"516","2927",4
"517","2928",2
"518","2929",3
"519","2930",1
"520","2932",3
"521","2933",2
"522","2935",3
"523","2936",1
"524","2938",1
"525","2940",2
"526","2941",3
"527","2942",1
"528","2943",1
"529","2944",2
"530","2946",2
"531","2947",1
"532","2948",1
"533","2949",2
"534","2950",3
"535","2951",1
"536","2952",1
"537","2955",2
"538","2957",1
"539","2959",4
"540","2960",1
"541","2961",1
"542","2964",4
"543","2965",2
"544","2966",1
"545","2967",2
"546","2968",1
"547","2969",2
"548","2970",3
"549","2971",2
"550","2974",5
"551","2976",1
"552","2978",4
"553","2979",2
"554","2980",4
"555","2982",2
"556","2984",1
"557","2985",1
"558","2986",1
"559","2987",1
"560","2988",1
"561","2989",2
"562","2990",1
"563","2991",2
"564","2992",1
"565","2993",4
"566","2994",1
"567","2995",1
"568","2996",2
"569","2997",1
"570","2998",1
"571","2999",2
"572","3001",1
"573","3002",3
"574","3003",2
"575","3004",2
"576","3005",2
"577","3006",2
"578","3007",1
"579","3008",1
"580","3009",2
"581","3011",1
"582","3014",1
"583","3015",1
"584","3016",3
"585","3018",1
"586","3019",2
"587","3020",2
"588","3021",1
"589","3024",1
"590","3025",1
"591","3026",4
"592","3029",2
"593","3030",2
"594","3031",2
"595","3032",3
"596","3034",2
"597","3035",2
"598","3036",1
"599","3039",2
"600","3040",2
"601","3041",1
"602","3042",1
"603","3043",1
"604","3044",1
"605","3046",3
"606","3047",1
"607","3048",1
"608","3050",1
"609","3051",2
"610","3052",1
"611","3054",2
"612","3055",1
"613","3056",1
"614","3057",2
"615","3058",2
"616","3060",1
"617","3061",1
"618","3062",2
"619","3063",3
"620","3064",3
"621","3065",2
"622","3066",1
"623","3068",2
"624","3069",4
"625","3070",1
"626","3072",1
"627","3074",1
"628","3075",1
"629","3076",1
"630","3077",4
"631","3078",2
"632","3079",5
"633","3080",2
"634","3083",3
"635","3086",1
"636","3088",1
"637","3089",1
"638","3090",3
"639","3091",1
"640","3093",1
"641","3094",1
"642","3095",1
"643","3097",1
"644","3098",1
"645","3100",1
"646","3102",1
"647","3103",4
"648","3104",1
"649","3105",2
"650","3106",2
"651","3107",2
"652","3108",2
"653","3109",1
"654","3111",3
"655","3113",2
"656","3114",2
"657","3115",2
"658","3116",3
"659","3118",1
"660","3119",4
"661","3120",5
"662","3121",2
"663","3122",1
"664","3124",4
"665","3125",1
"666","3126",3
"667","3127",1
"668","3128",3
"669","3129",1
"670","3130",1
"671","3131",2
"672","3132",1
"673","3133",3
"674","3137",2
"675","3138",3
"676","3139",1
"677","3140",2
"678","3141",1
"679","3142",3
"680","3143",2
"681","3144",1
"682","3145",3
"683","3146",1
"684","3147",1
"685","3148",2
"686","3149",1
"687","3150",2
"688","3151",1
"689","3153",3
"690","3154",1
"691","3156",1
"692","3158",3
"693","3160",2
"694","3161",1
"695","3162",2
"696","3163",2
"697","3164",1
"698","3167",2
"699","3168",2
"700","3169",1
"701","3170",4
"702","3171",1
"703","3172",2
"704","3173",3
"705","3175",1
"706","3176",3
"707","3177",2
"708","3180",5
"709","3182",1
"710","3184",1
"711","3186",2
"712","3188",2
"713","3189",3
"714","3191",2
"715","3192",4
"716","3193",2
"717","3194",3
"718","3195",1
"719","3196",1
"720","3197",2
"721","3198",1
"722","3199",1
"723","3200",2
"724","3201",1
"725","3202",4
"726","3205",2
"727","3206",4
"728","3207",3
"729","3209",2
"730","3210",2
"731","3211",4
"732","3212",1
"733","3213",1
"734","3215",1
"735","3216",3
"736","3220",4
"737","3221",3
"738","3222",2
"739","3223",2
"740","3224",2
"741","3225",3
"742","3226",2
"743","3227",2
"744","3228",2
"745","3230",1
"746","3231",4
"747","3233",1
"748","3234",3
"749","3235",1
"750","3236",2
"751","3237",1
"752","3238",4
"753","3240",1
"754","3241",3
"755","3242",3
"756","3243",3
"757","3244",1
"758","3245",1
"759","3246",1
"760","3247",2
"761","3248",5
"762","3249",2
"763","3250",1
"764","3251",1
"765","3252",1
"766","3253",2
"767","3254",2
"768","3255",1
"769","3256",1
"770","3257",2
"771","3259",2
"772","3260",3
"773","3262",2
"774","3263",2
"775","3264",3
"776","3266",3
"777","3267",3
"778","3268",1
"779","3269",2
"780","3270",1
"781","3271",1
"782","3272",2
"783","3274",1
"784","3276",1
"785","3277",3
"786","3279",1
"787","3280",1
"788","3281",2
"789","3282",1
"790","3283",2
"791","3284",1
"792","3285",3
"793","3286",2
"794","3287",1
"795","3288",1
"796","3289",2
"797","3290",1
"798","3291",3
"799","3293",2
"800","3295",1
"801","3296",3
"802","3297",2
"803","3298",2
"804","3299",1
"805","3300",1
"806","3301",1
"807","3302",2
"808","3305",1
"809","3306",3
"810","3307",2
"811","3309",6
"812","3310",2
"813","3311",5
"814","3312",3
"815","3313",2
"816","3314",1
"817","3316",2
"818","3317",2
"819","3318",1
"820","3319",2
"821","3320",1
"822","3321",1
"823","3322",3
"824","3323",1
"825","3324",2
"826","3325",1
"827","3326",1
"828","3327",2
"829","3328",2
"830","3330",3
"831","3332",1
"832","3333",4
"833","3334",1
"834","3335",1
"835","3336",1
"836","3337",2
"837","3338",1
"838","3340",3
"839","3341",2
"840","3342",2
"841","3343",3
"842","3344",1
"843","3345",3
"844","3346",2
"845","3350",2
"846","3351",3
"847","3352",1
"848","3353",2
"849","3354",3
"850","3355",2
"851","3356",1
"852","3359",3
"853","3360",4
"854","3361",4
"855","3362",3
"856","3363",3
"857","3364",3
"858","3365",3
"859","3367",3
"860","3368",1
"861","3369",1
"862","3370",3
"863","3371",3
"864","3372",4
"865","3373",2
"866","3374",1
"867","3375",6
"868","3376",2
"869","3377",2
"870","3378",2
"871","3380",2
"872","3381",3
"873","3382",3
"874","3383",3
"875","3384",1
"876","3385",2
"877","3386",2
"878","3387",3
"879","3388",1
"880","3389",4
"881","3390",3
"882","3391",1
"883","3392",1
"884","3393",2
"885","3394",2
"886","3396",3
"887","3397",1
"888","3398",2
"889","3399",5
"890","3401",2
"891","3402",2
"892","3405",1
"893","3406",3
"894","3407",2
"895","3408",5
"896","3410",1
"897","3412",2
"898","3414",1
"899","3415",2
"900","3417",1
"901","3418",3
"902","3419",2
"903","3420",1
"904","3421",1
"905","3422",2
"906","3424",2
"907","3425",3
"908","3427",1
"909","3428",1
"910","3429",2
"911","3430",5
"912","3431",1
"913","3432",2
"914","3435",4
"915","3436",1
"916","3437",3
"917","3439",1
"918","3440",1
"919","3441",1
"920","3442",2
"921","3443",3
"922","3444",2
"923","3445",1
"924","3446",4
"925","3447",1
"926","3448",1
"927","3449",1
"928","3450",3
"929","3451",2
"930","3452",1
"931","3454",2
"932","3455",2
"933","3456",2
"934","3457",2
"935","3458",1
"936","3460",3
"937","3461",4
"938","3462",3
"939","3464",4
"940","3465",2
"941","3466",1
"942","3467",3
"943","3468",3
"944","3469",2
"945","3470",5
"946","3471",5
"947","3472",3
"948","3474",1
"949","3475",2
"950","3476",1
"951","3477",1
"952","3479",2
"953","3480",3
"954","3481",4
"955","3482",3
"956","3483",1
"957","3484",4
"958","3485",2
"959","3486",4
"960","3488",2
"961","3490",1
"962","3491",2
"963","3493",1
"964","3494",4
"965","3495",1
"966","3497",1
"967","3498",3
"968","3499",1
"969","3500",1
"970","3501",1
"971","3502",2
"972","3503",3
"973","3504",1
"974","3505",1
"975","3506",2
"976","3507",1
"977","3508",3
"978","3509",1
"979","3510",1
"980","3511",2
"981","3512",4
"982","3513",2
"983","3514",3
"984","3515",3
"985","3516",2
"986","3517",1
"987","3518",2
"988","3520",4
"989","3521",2
"990","3522",3
"991","3523",4
"992","3524",3
"993","3526",2
"994","3528",1
"995","3529",1
"996","3530",1
"997","3532",1
"998","3533",5
"999","3534",3
"1000","3535",2
"1001","3536",3
"1002","3537",3
"1003","3538",1
"1004","3540",2
"1005","3541",2
"1006","3542",3
"1007","3543",4
"1008","3544",5
"1009","3545",3
"1010","3546",3
"1011","3547",2
"1012","3548",1
"1013","3549",2
"1014","3550",2
"1015","3551",3
"1016","3552",2
"1017","3553",3
"1018","3554",2
"1019","3555",2
"1020","3557",6
"1021","3558",2
"1022","3559",1
"1023","3560",1
"1024","3561",3
"1025","3562",2
"1026","3563",2
"1027","3564",2
"1028","3565",2
"1029","3567",2
"1030","3569",2
"1031","3570",5
"1032","3571",1
"1033","3572",4
"1034","3573",1
"1035","3574",2
"1036","3575",5
"1037","3576",1
"1038","3577",1
"1039","3579",3
"1040","3580",3
"1041","3581",3
"1042","3583",4
"1043","3584",2
"1044","3585",4
"1045","3586",4
"1046","3587",2
"1047","3589",2
"1048","3590",3
"1049","3591",4
"1050","3592",2
"1051","3593",3
"1052","3595",2
"1053","3597",1
"1054","3598",2
"1055","3599",1
"1056","3600",2
"1057","3601",3
"1058","3603",3
"1059","3604",3
"1060","3605",2
"1061","3606",1
"1062","3607",5
"1063","3608",2
"1064","3609",1
"1065","3610",4
"1066","3611",4
"1067","3612",1
"1068","3613",2
"1069","3614",5
"1070","3615",1
"1071","3616",2
"1072","3617",1
"1073","3618",1
"1074","3619",3
"1075","3620",4
"1076","3621",2
"1077","3622",1
"1078","3623",4
"1079","3624",2
"1080","3625",1
"1081","3627",5
"1082","3628",1
"1083","3630",5
"1084","3631",2
"1085","3633",2
"1086","3634",1
"1087","3636",1
"1088","3637",3
"1089","3638",2
"1090","3640",4
"1091","3643",7
"1092","3644",2
"1093","3645",1
"1094","3646",3
"1095","3647",2
"1096","3648",1
"1097","3649",2
"1098","3650",3
"1099","3651",2
"1100","3652",3
"1101","3653",5
"1102","3654",3
"1103","3655",1
"1104","3656",2
"1105","3657",2
"1106","3658",4
"1107","3659",3
"1108","3660",1
"1109","3661",1
"1110","3662",4
"1111","3663",2
"1112","3664",3
"1113","3666",1
"1114","3667",1
"1115","3668",2
"1116","3669",1
"1117","3670",3
"1118","3671",2
"1119","3672",6
"1120","3673",6
"1121","3674",4
"1122","3675",1
"1123","3676",4
"1124","3678",1
"1125","3680",2
"1126","3681",1
"1127","3682",3
"1128","3683",1
"1129","3684",2
"1130","3685",4
"1131","3686",2
"1132","3687",4
"1133","3688",4
"1134","3689",2
"1135","3690",2
"1136","3692",1
"1137","3693",2
"1138","3695",2
"1139","3696",1
"1140","3697",3
"1141","3698",1
"1142","3699",3
"1143","3700",1
"1144","3701",4
"1145","3702",3
"1146","3703",1
"1147","3704",1
"1148","3705",3
"1149","3706",2
"1150","3707",3
"1151","3708",1
"1152","3709",5
"1153","3710",2
"1154","3711",2
"1155","3712",4
"1156","3714",1
"1157","3715",3
"1158","3716",1
"1159","3717",3
"1160","3718",3
"1161","3719",3
"1162","3720",2
"1163","3721",2
"1164","3722",3
"1165","3723",4
"1166","3724",2
"1167","3725",1
"1168","3726",2
"1169","3727",1
"1170","3729",4
"1171","3730",3
"1172","3731",4
"1173","3732",1
"1174","3734",1
"1175","3735",2
"1176","3736",2
"1177","3737",1
"1178","3738",1
"1179","3739",2
"1180","3740",3
"1181","3742",3
"1182","3743",1
"1183","3744",2
"1184","3745",2
"1185","3746",1
"1186","3747",1
"1187","3748",3
"1188","3749",1
"1189","3751",1
"1190","3752",2
"1191","3753",5
"1192","3754",4
"1193","3755",2
"1194","3756",1
"1195","3758",4
"1196","3759",3
"1197","3760",4
"1198","3761",1
"1199","3763",1
"1200","3764",1
"1201","3766",4
"1202","3767",1
"1203","3768",1
"1204","3769",4
"1205","3770",2
"1206","3771",1
"1207","3772",2
"1208","3773",2
"1209","3774",4
"1210","3775",4
"1211","3777",4
"1212","3778",2
"1213","3779",2
"1214","3780",3
"1215","3781",4
"1216","3782",2
"1217","3784",6
"1218","3785",5
"1219","3786",1
"1220","3787",1
"1221","3788",1
"1222","3789",1
"1223","3790",3
"1224","3792",7
"1225","3793",2
"1226","3794",3
"1227","3795",2
"1228","3796",2
"1229","3797",1
"1230","3798",3
"1231","3799",3
"1232","3800",2
"1233","3801",7
"1234","3803",1
"1235","3804",3
"1236","3806",3
"1237","3807",3
"1238","3808",6
"1239","3809",4
"1240","3810",1
"1241","3811",1
"1242","3812",2
"1243","3813",4
"1244","3815",2
"1245","3816",3
"1246","3817",3
"1247","3818",1
"1248","3819",3
"1249","3820",2
"1250","3821",2
"1251","3822",3
"1252","3823",2
"1253","3825",2
"1254","3826",2
"1255","3827",2
"1256","3828",1
"1257","3829",3
"1258","3830",1
"1259","3831",3
"1260","3832",3
"1261","3833",1
"1262","3834",1
"1263","3835",2
"1264","3836",5
"1265","3837",2
"1266","3838",3
"1267","3839",1
"1268","3841",4
"1269","3843",7
"1270","3844",2
"1271","3845",3
"1272","3846",5
"1273","3849",1
"1274","3850",4
"1275","3851",2
"1276","3852",1
"1277","3853",1
"1278","3854",4
"1279","3855",4
"1280","3856",1
"1281","3857",1
"1282","3858",3
"1283","3859",1
"1284","3860",5
"1285","3861",2
"1286","3862",1
"1287","3863",1
"1288","3864",6
"1289","3865",3
"1290","3866",1
"1291","3868",2
"1292","3869",4
"1293","3870",3
"1294","3871",3
"1295","3872",5
"1296","3873",2
"1297","3874",1
"1298","3875",6
"1299","3876",3
"1300","3877",1
"1301","3879",5
"1302","3880",4
"1303","3881",8
"1304","3882",2
"1305","3883",5
"1306","3884",2
"1307","3885",2
"1308","3886",3
"1309","3888",3
"1310","3889",3
"1311","3890",1
"1312","3891",1
"1313","3893",3
"1314","3895",2
"1315","3896",1
"1316","3897",4
"1317","3898",6
"1318","3899",2
"1319","3900",5
"1320","3901",2
"1321","3902",2
"1322","3903",3
"1323","3904",2
"1324","3905",5
"1325","3906",4
"1326","3907",4
"1327","3908",1
"1328","3909",2
"1329","3910",1
"1330","3911",3
"1331","3912",1
"1332","3913",2
"1333","3914",3
"1334","3916",3
"1335","3917",1
"1336","3918",2
"1337","3919",2
"1338","3920",5
"1339","3921",3
"1340","3922",1
"1341","3923",3
"1342","3924",3
"1343","3925",4
"1344","3926",4
"1345","3927",5
"1346","3928",2
"1347","3929",4
"1348","3930",3
"1349","3931",2
"1350","3932",5
"1351","3933",1
"1352","3934",1
"1353","3936",1
"1354","3937",1
"1355","3938",2
"1356","3939",5
"1357","3940",2
"1358","3941",3
"1359","3942",1
"1360","3944",4
"1361","3945",4
"1362","3946",2
"1363","3947",4
"1364","3948",5
"1365","3949",3
"1366","3950",3
"1367","3951",3
"1368","3952",4
"1369","3953",2
"1370","3954",2
"1371","3955",3
"1372","3956",3
"1373","3957",4
"1374","3958",2
"1375","3959",1
"1376","3960",1
"1377","3961",1
"1378","3962",4
"1379","3963",3
"1380","3964",4
"1381","3966",3
"1382","3967",1
"1383","3969",3
"1384","3970",3
"1385","3971",2
"1386","3972",3
"1387","3973",2
"1388","3974",1
"1389","3975",4
"1390","3976",1
"1391","3977",4
"1392","3978",4
"1393","3979",2
"1394","3980",3
"1395","3981",4
"1396","3983",4
"1397","3984",2
"1398","3985",1
"1399","3986",3
"1400","3987",1
"1401","3988",3
"1402","3989",3
"1403","3990",2
"1404","3991",2
"1405","3992",1
"1406","3993",1
"1407","3994",2
"1408","3995",2
"1409","3996",3
"1410","3997",5
"1411","3998",1
"1412","3999",3
"1413","4000",3
"1414","4001",2
"1415","4002",1
"1416","4003",4
"1417","4004",3
"1418","4005",1
"1419","4006",1
"1420","4007",2
"1421","4008",3
"1422","4009",3
"1423","4010",3
"1424","4011",3
"1425","4012",4
"1426","4013",1
"1427","4014",3
"1428","4015",3
"1429","4016",3
"1430","4017",1
"1431","4018",3
"1432","4019",1
"1433","4020",1
"1434","4022",2
"1435","4023",3
"1436","4025",3
"1437","4027",2
"1438","4028",2
"1439","4029",5
"1440","4030",4
"1441","4031",3
"1442","4032",5
"1443","4033",2
"1444","4034",3
"1445","4035",1
"1446","4036",4
"1447","4037",3
"1448","4038",2
"1449","4039",3
"1450","4040",3
"1451","4041",4
"1452","4042",2
"1453","4043",8
"1454","4044",3
"1455","4045",4
"1456","4046",1
"1457","4047",2
"1458","4048",2
"1459","4049",4
"1460","4050",1
"1461","4051",1
"1462","4052",3
"1463","4053",3
"1464","4054",6
"1465","4055",3
"1466","4056",2
"1467","4057",5
"1468","4058",1
"1469","4059",2
"1470","4060",3
"1471","4061",2
"1472","4062",3
"1473","4063",1
"1474","4064",3
"1475","4065",1
"1476","4067",2
"1477","4068",1
"1478","4069",2
"1479","4070",3
"1480","4071",4
"1481","4072",1
"1482","4073",2
"1483","4074",5
"1484","4075",3
"1485","4076",1
"1486","4077",4
"1487","4078",4
"1488","4079",4
"1489","4080",1
"1490","4081",2
"1491","4082",3
"1492","4083",3
"1493","4084",5
"1494","4085",3
"1495","4086",3
"1496","4087",3
"1497","4089",1
"1498","4090",1
"1499","4091",3
"1500","4092",2
"1501","4093",1
"1502","4094",4
"1503","4095",3
"1504","4096",2
"1505","4097",5
"1506","4098",6
"1507","4099",3
"1508","4100",3
"1509","4102",2
"1510","4103",2
"1511","4104",5
"1512","4105",1
"1513","4106",4
"1514","4107",1
"1515","4108",1
"1516","4109",3
"1517","4110",1
"1518","4111",1
"1519","4112",5
"1520","4113",1
"1521","4114",2
"1522","4115",2
"1523","4116",2
"1524","4118",2
"1525","4119",5
"1526","4121",1
"1527","4122",2
"1528","4123",3
"1529","4124",1
"1530","4125",7
"1531","4126",2
"1532","4127",2
"1533","4128",4
"1534","4131",6
"1535","4132",1
"1536","4133",1
"1537","4134",1
"1538","4135",7
"1539","4136",1
"1540","4137",4
"1541","4138",1
"1542","4139",2
"1543","4140",4
"1544","4141",1
"1545","4142",1
"1546","4143",4
"1547","4144",1
"1548","4145",1
"1549","4146",3
"1550","4147",1
"1551","4148",3
"1552","4149",2
"1553","4150",1
"1554","4151",4
"1555","4152",3
"1556","4153",2
"1557","4155",3
"1558","4156",2
"1559","4157",2
"1560","4158",4
"1561","4159",3
"1562","4160",4
"1563","4161",2
"1564","4162",2
"1565","4163",4
"1566","4164",1
"1567","4165",4
"1568","4166",4
"1569","4167",3
"1570","4168",1
"1571","4169",1
"1572","4170",7
"1573","4171",2
"1574","4172",4
"1575","4173",1
"1576","4174",1
"1577","4175",1
"1578","4176",2
"1579","4177",3
"1580","4178",1
"1581","4179",3
"1582","4180",4
"1583","4181",4
"1584","4183",3
"1585","4184",1
"1586","4185",3
"1587","4186",1
"1588","4187",2
"1589","4188",5
"1590","4189",4
"1591","4190",7
"1592","4191",3
"1593","4192",1
"1594","4193",6
"1595","4194",3
"1596","4195",5
"1597","4196",5
"1598","4197",1
"1599","4198",1
"1600","4199",3
"1601","4200",2
"1602","4201",1
"1603","4202",3
"1604","4203",4
"1605","4204",1
"1606","4205",2
"1607","4206",4
"1608","4207",3
"1609","4208",2
"1610","4209",3
"1611","4210",2
"1612","4211",2
"1613","4212",3
"1614","4213",2
"1615","4214",2
"1616","4215",3
"1617","4217",5
"1618","4218",2
"1619","4219",4
"1620","4220",3
"1621","4221",2
"1622","4222",3
"1623","4223",5
"1624","4224",5
"1625","4225",2
"1626","4226",2
"1627","4227",1
"1628","4228",2
"1629","4230",2
"1630","4231",2
"1631","4232",2
"1632","4233",7
"1633","4234",1
"1634","4235",2
"1635","4236",2
"1636","4237",1
"1637","4238",3
"1638","4239",2
"1639","4240",6
"1640","4242",4
"1641","4243",4
"1642","4244",3
"1643","4245",3
"1644","4246",3
"1645","4247",2
"1646","4248",3
"1647","4249",2
"1648","4250",4
"1649","4251",2
"1650","4252",2
"1651","4253",3
"1652","4254",6
"1653","4255",5
"1654","4256",2
"1655","4257",2
"1656","4258",4
"1657","4259",1
"1658","4260",3
"1659","4261",3
"1660","4262",2
"1661","4263",3
"1662","4265",3
"1663","4266",2
"1664","4267",2
